224,15,1,VILLA HAYES
225,15,1,BENJAMIN ACEVAL
226,15,1,FORTIN JOSE FALCON
227,15,1,GRAL. JOSE M. BRUGUE
228,15,1,NANAWA
229,15,1,PTO. PINASCO
230,15,1,TTE.IRALA FERNANDEZ
231,15,1,TTE ESTEBAN MARTINEZ
232,16,1,FUERTE OLIMPO
233,16,1,PUERTO CASADO
234,16,1,CARMELO PERALTA
235,16,1,BAHIA NEGRA
236,17,1,FILADELFIA
237,17,1,LOMA PLATA
238,17,1,MCAL.ESTIGARRIBIA
